Publication Id,Publication Name,Publication/Child Child ID,Issue Text - Original ,Publication Author,Publication Type ID,Publication Type,Publication/Child Rel ID,Review Date,Review Outcome ID,Review Outcome,Review Pages,Review ID,Reject Reason Code,Reject Reason
10097,Bionics for the Evil Genius,0,n/a,Newton Braga,31,Book,18914,10/1/2013,2,Rejected All,,23235,10,encouraging or instructing on the commision of criminal activity
10098,Ultimate Medical Encyclopedia,0,n/a,Martine Podesto,31,Book,18915,10/1/2013,2,Rejected All,,23236,11,containing sexually explicit material
10100,Alias the Cat,0,n/a,Kim Deitch,31,Book,18916,10/1/2013,2,Rejected All,,23237,11,containing sexually explicit material
10111,A Stolen Life,0,n/a,Jaycee Daugard,31,Book,18926,10/1/2013,2,Rejected All,,23253,10,encouraging or instructing on the commision of criminal activity
10118,The Everything Marijuana Book,0,n/a,Alicia Williamson,31,Book,18944,10/1/2013,2,Rejected All,,23271,10,encouraging or instructing on the commision of criminal activity
10119,The Nazi Occult War,0,n/a,Michael Fitzgerald,31,Book,18945,10/1/2013,2,Rejected All,,23274,10,encouraging or instructing on the commision of criminal activity
10167,Art Models 8,0,n/a,Maureen &amp; Douglas Johnson,31,Book,18999,10/15/2013,2,Rejected All,,23390,11,containing sexually explicit material
10184,"Young, Rich and Dangerous: The Making of a Music Mogul",0,n/a,J. Dupri &amp; S. Marshall,31,Book,19006,10/15/2013,2,Rejected All,,23415,9,describing or encouraging physical violence or group disruption
10193,Blood Wicked,0,n/a,Sharon Page,31,Book,19014,10/15/2013,2,Rejected All,,23423,11,containing sexually explicit material
10203,Budo Secrets: Teachings of the Martial Arts Masters,0,n/a,John Stevens,31,Book,19025,10/15/2013,2,Rejected All,,23447,9,describing or encouraging physical violence or group disruption
10210,Young-Minded Hustler,0,n/a,Tysha,31,Book,19030,11/5/2013,2,Rejected All,,23508,10,encouraging or instructing on the commision of criminal activity
10212,The Tao of Seduction,0,n/a,Lin Liao Yi,31,Book,19032,11/5/2013,2,Rejected All,,23515,11,containing sexually explicit material
10219,Gangsta Luv,0,n/a,Jazmyne,31,Book,19037,11/5/2013,2,Rejected All,,23526,10,encouraging or instructing on the commision of criminal activity
10220,Gangsta Luv II,0,n/a,Jazmyne,31,Book,19038,11/5/2013,2,Rejected All,,23527,10,encouraging or instructing on the commision of criminal activity
10237,Gangsta Rap Coloring Book,0,n/a,Aye Jay,31,Book,19062,11/5/2013,2,Rejected All,,23663,9,describing or encouraging physical violence or group disruption
10259,The Man Who Was Dracula: Ylad the Impaler,0,n/a,S. Jacobsen &amp;E. Colon,31,Book,19081,11/5/2013,2,Rejected All,,23706,11,containing sexually explicit material
10262,I.Lucifer,0,n/a,Corvis Nocturnum,31,Book,19084,11/5/2013,2,Rejected All,,23718,11,containing sexually explicit material
10272,The Lovely Bones,0,n/a,Alice Sebold,31,Book,19093,11/5/2013,2,Rejected All,,23727,11,containing sexually explicit material
10275,My Blue Suede Shoes,0,n/a,Tracy Price-Thompson,31,Book,19096,11/5/2013,2,Rejected All,,23732,10,encouraging or instructing on the commision of criminal activity
10276,My Infamous Life,0,n/a,Laura Checkoway,31,Book,19097,11/5/2013,2,Rejected All,,23733,47,containing descriptions of security risk group material or activity
10289,Cream: The Best of the Erotica Readers and Writers Association,0,n/a,Lisabet Sarai,31,Book,19110,11/5/2013,2,Rejected All,,23778,11,containing sexually explicit material
10277,I&#39;m No Monster,0,n/a,Marsh &amp; Pancevki,31,Book,19098,11/19/2013,2,Rejected All,,23739,11,containing sexually explicit material
10281,Used-Core Rulebook,0,n/a,,31,Book,19102,11/19/2013,2,Rejected All,,23743,10,encouraging or instructing on the commision of criminal activity
10303,Drunk Stoned Brilliant Dead,0,n/a,Rick Meyerowitz,31,Book,19123,12/3/2013,2,Rejected All,,23809,11,containing sexually explicit material
10316,Illustrations from the Inside:  The Beat Within,0,n/a,Louis E.V. Nevaer,31,Book,19144,12/3/2013,2,Rejected All,,23881,10,encouraging or instructing on the commision of criminal activity
10317,The Future of Erotic Fantasy Art,0,n/a,Paul Peart-Smith,31,Book,19145,12/3/2013,2,Rejected All,,23882,11,containing sexually explicit material
10318,Blood Ink,0,n/a,Russ Thorne,31,Book,19146,12/3/2013,2,Rejected All,,23883,10,encouraging or instructing on the commision of criminal activity
10337,Navy Seal Sniper,0,n/a,G. Doherty &amp; B. Webb,31,Book,19165,12/3/2013,2,Rejected All,,23901,10,encouraging or instructing on the commision of criminal activity
10611,Incredible Legal Remedy to Get Any Case Dismissed in Court,0,n/a,,31,Book,19428,12/24/2013,2,Rejected All,,24263,12,safety and security reasons
10612,The Power or Commercial Liens Over Corrupt Bureacrats,0,n/a,,31,Book,19429,12/24/2013,2,Rejected All,,24264,12,safety and security reasons
10616,Abstract Graffiti,0,n/a,Cedar Lewisohn,31,Book,19433,12/24/2013,2,Rejected All,,24271,11,containing sexually explicit material
10622,Bantu Mayombe,0,n/a,Wilfredo Fernandez,31,Book,19439,12/24/2013,2,Rejected All,,24286,10,encouraging or instructing on the commision of criminal activity
10623,Code Breakers: The Inside Story of Bletchley Park,0,n/a,F.H. Hinsley &amp; A. Stripp,31,Book,19440,12/24/2013,2,Rejected All,,24287,8,containing writings in code
10624,Colossus: The Secrets of Bletchley Park&#39;s Code-breaking Computers,0,n/a,B.Jack Copeland,31,Book,19441,12/24/2013,2,Rejected All,,24288,8,containing writings in code
10625,Sexual Personae,0,n/a,Camille Paglia,31,Book,19442,12/24/2013,2,Rejected All,,24289,11,containing sexually explicit material
10626,The Element Encyclopedia of Secret Signs and Symbols,0,n/a,Adele Nozedar,31,Book,19443,12/24/2013,2,Rejected All,,24290,10,encouraging or instructing on the commision of criminal activity
10842,Mind Manipulation,0,n/a,Dr. Lung &amp; C. Prowant,31,Book,19653,1/21/2014,2,Rejected All,,24609,10,encouraging or instructing on the commision of criminal activity
10843,Weighing the Odds in Sports Betting,0,n/a,King Yao,31,Book,19654,1/21/2014,2,Rejected All,,24610,12,safety and security reasons
10846,The Little Book of Kink,0,n/a,"Jessica O&#39;Reilly, Ph.D.",31,Book,19657,1/21/2014,2,Rejected All,,24618,11,containing sexually explicit material
10863,Police: A Harry Hole Novel,0,n/a,Jo Nesbo,31,Book,19673,1/21/2014,2,Rejected All,,24646,12,safety and security reasons
10864,Jeffrey Dahmer Story,0,n/a,,31,Book,19674,1/21/2014,2,Rejected All,,24651,12,safety and security reasons
10865,Professional Serial Killer &amp; The Career of Ted Bundy,0,n/a,,31,Book,19675,1/21/2014,2,Rejected All,,24652,12,safety and security reasons
10880,Pizza Bomber,0,n/a,Clark,31,Book,19689,1/21/2014,2,Rejected All,,24668,12,safety and security reasons
10878,Human Race Get Off Your Knees,0,n/a,Icke,31,Book,19688,1/21/2014,2,Rejected All,,24671,10,encouraging or instructing on the commision of criminal activity
10886,Taunton&#39;s Plumbing Complete,0,n/a,Rex Cauldwell,31,Book,19695,1/21/2014,2,Rejected All,,24690,12,safety and security reasons
10910,Every Trick in the Book,0,n/a,Charlie Dancey,31,Book,19722,2/4/2014,2,Rejected All,,24845,10,encouraging or instructing on the commision of criminal activity
10956,Connective Tissue,0,n/a,Bob Fingerman,31,Book,19762,2/4/2014,2,Rejected All,,24887,11,containing sexually explicit material
11026,"Letters to Penthouse: Hot, Bothered, and Ready",0,n/a,Editors of Penthouse Magazine,31,Book,19831,2/4/2014,2,Rejected All,,24957,11,containing sexually explicit material
11053,Outlaws,0,n/a,Tony Thompson,31,Book,19857,2/4/2014,2,Rejected All,,24983,9,describing or encouraging physical violence or group disruption
11145,The Handyman&#191;s Guide,0,n/a,Paul N. Hasluck,31,Book,19944,2/4/2014,2,Rejected All,,25070,10,encouraging or instructing on the commision of criminal activity
11225,Deal With the Devil,0,n/a,Peter Lance,31,Book,20023,2/4/2014,2,Rejected All,,25152,5,containing weapon construction procedures
11231,Miami Graffiti,0,n/a,James &amp; Karla Murray,31,Book,20030,2/4/2014,2,Rejected All,,25159,10,encouraging or instructing on the commision of criminal activity
11278,DeadFall,0,n/a,Robert Scott,31,Book,20079,2/4/2014,2,Rejected All,,25239,10,encouraging or instructing on the commision of criminal activity
11286,The Black Panther Intercommunal News Service 1967-1980,0,n/a,David Hilliard,31,Book,20086,2/4/2014,2,Rejected All,,25246,12,safety and security reasons
11289,"25,000 Years of Erotic Freedom",0,n/a,Alan Moore,31,Book,20089,2/4/2014,2,Rejected All,,25253,11,containing sexually explicit material
11296,Carnal Craving,0,n/a,Ray Gordon,31,Book,20096,2/4/2014,2,Rejected All,,25268,11,containing sexually explicit material
11299,The Counter Terrorist Manual,0,n/a,Leroy Thompson,31,Book,20099,2/4/2014,2,Rejected All,,25274,12,safety and security reasons
11304,Thugz Cry,0,n/a,CASH,31,Book,20104,3/4/2014,2,Rejected All,,25285,10,encouraging or instructing on the commision of criminal activity
11326,Anime Figures: Tokyo&#39;s Hottest 50 Figurines,0,n/a,Yoshio Shimono,31,Book,20127,3/4/2014,2,Rejected All,,25357,11,containing sexually explicit material
11330,Beyond Desire,0,n/a,Thea Devine,31,Book,20131,3/4/2014,2,Rejected All,,25361,11,containing sexually explicit material
11418,Punk: The Definitive Record of a Revolution,0,n/a,S. Colegrave &amp; C. Sullivan,31,Book,20214,3/4/2014,2,Rejected All,,25450,11,containing sexually explicit material
11466,The Oyster: Volumes V &amp; VI,0,n/a,Anonymous,31,Book,20261,3/4/2014,2,Rejected All,,25497,11,containing sexually explicit material
11492,What Casinos Don&#191;t Want You To Know,0,n/a,John Gollehon,31,Book,20284,3/4/2014,2,Rejected All,,25524,12,safety and security reasons
11504,Diary of a Stalker,0,n/a,Electa Rome Parks,31,Book,20296,3/4/2014,2,Rejected All,,25537,11,containing sexually explicit material
11507,Trance-Formation of America,0,n/a,Phillips &amp; O&#39;Brien,31,Book,20300,3/4/2014,2,Rejected All,,25541,11,containing sexually explicit material
11514,Hacking Exposed Computer Forensics,0,n/a,Philipp Cowen Davis,31,Book,20307,3/4/2014,2,Rejected All,,25561,10,encouraging or instructing on the commision of criminal activity
11523,Graffiti NYC,0,n/a,Martinez &amp; Nato,31,Book,20315,3/4/2014,2,Rejected All,,25571,9,describing or encouraging physical violence or group disruption
11551,The Nude Female Figure,0,n/a,"=""Mark Smith",,,,,,,,,,
"Mark Smith""",31,Book,20343,3/18/2014,2,Rejected All,,25632,11,containing sexually explicit material,,,,
11555,My Crazy Beuatiful Life,0,n/a,Ke$ha,31,Book,20346,3/18/2014,2,Rejected All,,25635,11,containing sexually explicit material
11557,The Complete Idiot&#39;s Guide to T&#39;ai Chi &amp; QiGong,0,n/a,Bill Douglas,31,Book,20348,3/18/2014,2,Rejected All,,25637,10,encouraging or instructing on the commision of criminal activity
11623,The Still Life Sketching Bible,0,n/a,David Poxon,31,Book,20411,3/18/2014,2,Rejected All,,25832,12,safety and security reasons
11624,The Tao of Spycraft,0,n/a,Ralph S. Sawyer,31,Book,20412,3/18/2014,2,Rejected All,,25833,11,containing sexually explicit material
11634,"Home Book The Ultimate Guide to Repairs, Improvements",0,n/a,Creative Homeowner,31,Book,20421,3/18/2014,2,Rejected All,,25879,6,describing or encouraging escape methods
11636,Baking Soda,0,n/a,Vicki Lansky,31,Book,20423,3/18/2014,2,Rejected All,,25881,5,containing weapon construction procedures
11637,Fixin Stuff,0,n/a,Nick Harper,31,Book,20424,3/18/2014,2,Rejected All,,25882,5,containing weapon construction procedures
10883,Soldier of Fortune Guide to How to Become a Mercenary,0,n/a,Barry Davies,31,Book,19692,3/18/2014,2,Rejected All,,25906,10,encouraging or instructing on the commision of criminal activity
12015,Are You Smart Or What,0,n/a,Pat Battaglia,31,Book,30039,4/1/2014,2,Rejected All,,30023,8,containing writings in code
12072,Island of Vice,0,n/a,Richard Zacks,31,Book,30109,4/1/2014,2,Rejected All,,30085,11,containing sexually explicit material
12096,Sacred Symbols of Dogon,0,n/a,Laird Scranton,31,Book,30133,4/1/2014,2,Rejected All,,30111,10,encouraging or instructing on the commision of criminal activity
12103,Sketching and Drawing,0,n/a,Matt Pagett,31,Book,30143,4/1/2014,2,Rejected All,,30121,12,safety and security reasons
12110,Tao II-Master ZHI Gang SHA,0,n/a,,31,Book,30150,4/1/2014,2,Rejected All,,30129,12,safety and security reasons
12123,The Fireman Who Loved Me,0,n/a,Jennifer Bernard,31,Book,30163,4/1/2014,2,Rejected All,,30142,11,containing sexually explicit material
12158,American Dreams,0,n/a,Sapphire,31,Book,30197,4/1/2014,2,Rejected All,,30177,11,containing sexually explicit material
12169,Slave to the Trade,0,n/a,Percy Levy,31,Book,30210,4/1/2014,2,Rejected All,,30190,11,containing sexually explicit material
12174,Create a New Identity,0,n/a,Sheldon Charrett,31,Book,30215,4/1/2014,2,Rejected All,,30195,10,encouraging or instructing on the commision of criminal activity
12196,What Ya Girl Won&#39;t Do,0,n/a,Brandi Johnson,31,Book,30249,4/1/2014,2,Rejected All,,30231,11,containing sexually explicit material
12203,Lorton Legends,0,n/a,Eyone Williams,31,Book,30255,4/1/2014,2,Rejected All,,30237,7,describing procedures to brew alcohol or manufacture drugs
12054,There But For The Grace Of God,0,n/a,Fred Rosen,31,Book,30087,4/15/2014,2,Rejected All,,30064,10,encouraging or instructing on the commision of criminal activity
12176,The Hypnosis of Life,0,n/a,Roy Masters,31,Book,30229,4/15/2014,2,Rejected All,,30210,10,encouraging or instructing on the commision of criminal activity
22,White Man&#39;s Justice Black Man&#39;s Grief,0,n/a,Donald Goines,31,Book,803,4/15/2014,2,Rejected All,,30211,10,encouraging or instructing on the commision of criminal activity
12223,Alphabets and Scripts Tattoo Design Directory,0,n/a,Vince Hemingson,31,Book,30292,5/6/2014,2,Rejected All,,30275,10,encouraging or instructing on the commision of criminal activity
12229,Checkmate: The Baddest Chick,0,n/a,Nisa Santiago,31,Book,30297,5/6/2014,2,Rejected All,,30281,11,containing sexually explicit material
12230,Coca Kola: The Baddest Chick Part 2,0,n/a,Nisa Santiago,31,Book,30298,5/6/2014,2,Rejected All,,30282,10,encouraging or instructing on the commision of criminal activity
12241,Face Off: The Baddest Chick,0,n/a,Nisa Santiago,31,Book,30310,5/6/2014,2,Rejected All,,30294,11,containing sexually explicit material
12356,The Mammoth Book of Gangs,0,n/a,James Morton,31,Book,30435,5/6/2014,2,Rejected All,,30423,10,encouraging or instructing on the commision of criminal activity
12396,The Lake,0,n/a,Richard Laymon,31,Book,30474,5/6/2014,2,Rejected All,,30462,11,containing sexually explicit material
12410,What Happens After Dark,0,n/a,Jasmine Haynes,31,Book,30488,5/6/2014,2,Rejected All,,30475,11,containing sexually explicit material
4928,Close Up Photography ,0,n/a,Michael Freeman,31,Book,12412,5/6/2014,2,Rejected All,,30477,11,containing sexually explicit material
12417,ICE,0,n/a,Ice-T &amp; Douglas Century,31,Book,30494,5/6/2014,2,Rejected All,,30482,9,describing or encouraging physical violence or group disruption
12413,Virtual Pose 3,0,n/a,Mario Henri Chakkour,31,Book,30490,5/20/2014,2,Rejected All,,30478,10,encouraging or instructing on the commision of criminal activity
12615,Payback Ain&#39;t Enough,0,n/a,Wahida Clark,31,Book,30697,6/3/2014,2,Rejected All,,30685,11,containing sexually explicit material
12616,Payback is a Mutha,0,n/a,Wahida Clark,31,Book,30698,6/3/2014,2,Rejected All,,30686,11,containing sexually explicit material
12650,The Girl With the Dragon Tattoo,0,n/a,Steig Larson,31,Book,30732,6/3/2014,2,Rejected All,,30721,11,containing sexually explicit material
12708,Transfigurations,0,n/a,Grey Alex,31,Book,30790,6/3/2014,2,Rejected All,,30780,11,containing sexually explicit material
12725,Inside Linda Lovelace&#39;s Deep Throat,0,n/a,Darwin Porter,31,Book,30825,6/3/2014,2,Rejected All,,30815,11,containing sexually explicit material
12729,Adventures from the Technology Underground,0,n/a,William Gurstelle,31,Book,30831,6/3/2014,2,Rejected All,,30821,5,containing weapon construction procedures
12734,Bright Fire,0,n/a,Maya Hess,31,Book,30841,6/3/2014,2,Rejected All,,30833,11,containing sexually explicit material
12799,The Whistle Blower,0,n/a,Kathryn Bolkovac and Cari Lynn,31,Book,31011,6/17/2014,2,Rejected All,,31006,10,encouraging or instructing on the commision of criminal activity
12813,Chuck Close Work,0,n/a,Christopher Finch,31,Book,31033,6/17/2014,2,Rejected All,,31028,10,encouraging or instructing on the commision of criminal activity
12830,The Pink Palace II,0,n/a,Marlon McCaulsky,31,Book,31056,6/17/2014,2,Rejected All,,31052,10,encouraging or instructing on the commision of criminal activity
12831,In the Mix,0,n/a,Barbera Owen,31,Book,31057,6/17/2014,2,Rejected All,,31053,9,describing or encouraging physical violence or group disruption
12832,Hood Secrets,0,n/a,Sygne T. Monee,31,Book,31058,6/17/2014,2,Rejected All,,31054,10,encouraging or instructing on the commision of criminal activity
